"countrycode","year","threshold","coverage","goal","headcount","datatype"
"ESP",1983,6.392916,"N",0.1,0.0999581,"income"
"LKA",1983,1.498808,"N",0.1,0.1,"consumption"
"LCA",1983,0.5037915,"N",0.1,0.1,"income"
"SDN",1983,0.923418,"N",0.1,0.1001787,"consumption"
"SUR",1983,0,"N",0.1,0.1132014,"income"
"SWE",1983,15.13258,"N",0.1,0.09994801,"income"
"CHE",1983,26.70138,"N",0.1,0.09977032,"income"
"SYR",1983,2.316417,"N",0.1,0.0999908,"consumption"
"TWN",1983,8.047646,"N",0.1,0.0999665,"income"
"TJK",1983,3.497781,"N",0.1,0.1007548,"consumption"
"TZA",1983,0.6005093,"N",0.1,0.0995108,"consumption"
"THA",1983,1.453831,"N",0.1,0.1,"consumption"
"TGO",1983,0.8667213,"N",0.1,0.09978135,"consumption"
"TON",1983,2.386967,"N",0.1,0.09985107,"consumption"
"TTO",1983,4.699298,"N",0.1,0.1,"income"
"TUN",1983,1.577076,"N",0.1,0.1,"consumption"
"TUR",1983,2.418189,"N",0.1,0.1,"consumption"
"TKM",1983,1.209285,"N",0.1,0.1,"consumption"
"UGA",1983,0.6083757,"N",0.1,0.1,"consumption"
"UKR",1983,3.581804,"N",0.1,0.09999628,"consumption"
"ARE",1983,52.88556,"N",0.1,0.1,"income"
"GBR",1983,11.53011,"N",0.1,0.0998275,"income"
"USA",1983,16.95507,"N",0.1,0.09998412,"income"
"URY",1983,4.473594,"N",0.1,0.1000306,"income"
"UZB",1983,0.9789125,"N",0.1,0.0998272,"consumption"
"VUT",1983,1.45341,"N",0.1,0.1001346,"consumption"
"VEN",1983,2.215586,"N",0.1,0.1,"income"
"VNM",1983,0.7013094,"N",0.1,0.09979575,"consumption"
"PSE",1983,2.790996,"N",0.1,0.1005171,"consumption"
"YEM",1983,1.985976,"N",0.1,0.09990751,"consumption"
"ZMB",1983,0.1509351,"N",0.1,0.09970218,"consumption"
"ZWE",1983,1.7517,"N",0.1,0.1,"consumption"
"ALB",1984,3.258696,"N",0.1,0.09991521,"consumption"
"DZA",1984,2.712457,"N",0.1,0.1,"consumption"
"AGO",1984,0.8698745,"N",0.1,0.09979815,"consumption"
"ARG",1984,5.830289,"U",0.1,0.1,"income"
"ARM",1984,2.790575,"N",0.1,0.1,"income"
"AUS",1984,14.70056,"N",0.1,0.09686048,"income"
"AUT",1984,21.59172,"N",0.1,0.09997537,"income"
"AZE",1984,6.268766,"N",0.1,0.09967431,"consumption"
"BGD",1984,1.389216,"N",0.1,0.1,"consumption"
"BLR",1984,4.39359,"N",0.1,0.1,"income"
"BEL",1984,14.98282,"N",0.1,0.09984169,"income"
"BLZ",1984,0.790605,"N",0.1,0.09987093,"income"
"BEN",1984,0.7955779,"N",0.1,0.09972347,"consumption"
"BTN",1984,0.584986,"N",0.1,0.09996612,"consumption"
"BOL",1984,1.48561,"N",0.1,0.1001041,"income"
"BIH",1984,2.793038,"N",0.1,0.09994571,"consumption"
"BWA",1984,0.7081255,"N",0.1,0.1,"consumption"
"BRA",1984,1.026816,"N",0.1,0.09834905,"income"
"BGR",1984,11.00474,"N",0.1,0.09999998,"consumption"
"BFA",1984,0.3461983,"N",0.1,0.09975863,"consumption"
"BDI",1984,0.4862113,"N",0.1,0.1,"consumption"
"CPV",1984,0.533781,"N",0.1,0.09987529,"consumption"
"CMR",1984,1.412466,"N",0.1,0.09863332,"consumption"
"CAN",1984,16.16117,"N",0.1,0.09997642,"income"
"CAF",1984,0.1441713,"N",0.1,0.1,"consumption"
"TCD",1984,0.5553916,"N",0.1,0.09988872,"consumption"
"CHL",1984,1.680259,"N",0.1,0.09990597,"income"
"CHN",1984,0.6512812,"A",0.1,0.1,"income"
"CHN",1984,0.6512812,"R",0.1,0.1,"income"
"CHN",1984,1.358192,"U",0.1,0.1,"income"
"COL",1984,1.886083,"N",0.1,0.09971794,"income"
"COM",1984,1.813013,"N",0.1,0.09988804,"consumption"
"COD",1984,0.6108024,"N",0.1,0.09991752,"consumption"
"COG",1984,0.8922878,"N",0.1,0.09953713,"consumption"
"CRI",1984,0.8321613,"N",0.1,0.1,"income"
"CIV",1984,2.171546,"N",0.1,0.09985109,"consumption"
"HRV",1984,10.54531,"N",0.1,0.1,"income"
"CYP",1984,7.509011,"N",0.1,0.1001044,"income"
"CZE",1984,9.750236,"N",0.1,0.09989719,"income"
"DNK",1984,20.18338,"N",0.1,0.09994909,"income"
"DJI",1984,2.757772,"N",0.1,0.09984143,"consumption"
"DOM",1984,2.723514,"N",0.1,0.1,"income"
"ECU",1984,1.218423,"N",0.1,0.1000882,"income"
"EGY",1984,1.749735,"N",0.1,0.1,"consumption"
"SLV",1984,1.030087,"N",0.1,0.1,"income"
"EST",1984,5.08803,"N",0.1,0.1,"income"
"SWZ",1984,0.1183372,"N",0.1,0.1,"consumption"
"ETH",1984,0.7698811,"N",0.1,0.09992485,"consumption"
"FJI",1984,2.250666,"N",0.1,0.1000078,"consumption"
"FIN",1984,16.09672,"N",0.1,0.09999073,"income"
"FRA",1984,12.45925,"N",0.1,0.09993999,"income"
"GAB",1984,2.755228,"N",0.1,0.1001642,"consumption"
"GMB",1984,0.4865776,"N",0.1,0.0981953,"consumption"
"GEO",1984,9.365366,"N",0.1,0.1,"consumption"
"DEU",1984,17.17947,"N",0.1,0.09999766,"income"
"GHA",1984,0.8678144,"N",0.1,0.1,"consumption"
"GRC",1984,6.376394,"N",0.1,0.09990067,"income"
"GTM",1984,0.5167086,"N",0.1,0.1,"income"
"GIN",1984,0.1124499,"N",0.1,0.1,"consumption"
"GNB",1984,0.3482418,"N",0.1,0.1,"consumption"
"GUY",1984,0.9913353,"N",0.1,0.09999999,"income"
"HTI",1984,0.4443221,"N",0.1,0.09962224,"income"
"HND",1984,0.5547986,"N",0.1,0.1,"income"
"HUN",1984,12.27176,"N",0.1,0.1,"income"
"ISL",1984,16.45199,"N",0.1,0.100038,"income"
"IND",1984,0.8939518,"A",0.1,0.1,"consumption"
"IND",1984,0.8939518,"R",0.1,0.1,"consumption"
"IND",1984,1.18288,"U",0.1,0.1,"consumption"
"IDN",1984,0.7318381,"A",0.1,0.1,"consumption"
"IDN",1984,0.7318381,"R",0.1,0.1,"consumption"
"IDN",1984,1.022824,"U",0.1,0.1,"consumption"
"IRN",1984,2.108853,"N",0.1,0.1,"consumption"
"IRQ",1984,1.800409,"N",0.1,0.1008999,"consumption"
"IRL",1984,6.451231,"N",0.1,0.09964853,"income"
"ISR",1984,7.360287,"N",0.1,0.09959186,"income"
"ITA",1984,10.22891,"N",0.1,0.09971445,"income"
"JAM",1984,2.155035,"N",0.1,0.1,"consumption"
"JPN",1984,8.946732,"N",0.1,0.09998244,"income"
"JOR",1984,4.388738,"N",0.1,0.1,"consumption"
"KAZ",1984,2.933424,"N",0.1,0.1,"income"
"KEN",1984,0.915501,"N",0.1,0.1,"consumption"
"KIR",1984,2.296151,"N",0.1,0.09934866,"consumption"
"KOR",1984,4.335189,"N",0.1,0.0999505,"income"
"KGZ",1984,1.747814,"N",0.1,0.0998615,"consumption"
"LAO",1984,1.198821,"N",0.1,0.09982433,"consumption"
"LVA",1984,6.623131,"N",0.1,0.1,"income"
"LBN",1984,6.695663,"N",0.1,0.1002496,"consumption"
"LSO",1984,0.4772572,"N",0.1,0.1,"consumption"
"LBR",1984,2.206334,"N",0.1,0.0992398,"consumption"
"LTU",1984,3.393773,"N",0.1,0.1,"income"
"LUX",1984,17.59864,"N",0.1,0.09970531,"income"
"MDG",1984,0.5966563,"N",0.1,0.09993407,"consumption"
"MWI",1984,0.7293691,"N",0.1,0.09988548,"consumption"
"MYS",1984,2.859927,"N",0.1,0.1,"income"
"MLI",1984,0.2244048,"N",0.1,0.09971444,"consumption"
"MLT",1984,6.785007,"N",0.1,0.1000176,"income"
"MRT",1984,0.6554491,"N",0.1,0.1,"consumption"
"MUS",1984,1.606785,"N",0.1,0.09984046,"consumption"
"MEX",1984,2.11019,"N",0.1,0.1001431,"consumption"
"MDA",1984,4.357609,"N",0.1,0.09998488,"consumption"
"MNG",1984,1.978348,"N",0.1,0.1,"consumption"
"MNE",1984,10.35302,"N",0.1,0.1002959,"consumption"
"MAR",1984,1.843702,"N",0.1,0.1,"consumption"
"MOZ",1984,0.2114404,"N",0.1,0.09993309,"consumption"
"MMR",1984,0.4125364,"N",0.1,0.1000015,"consumption"
"NAM",1984,0.5075056,"N",0.1,0.1,"income"
"NPL",1984,0.6886764,"N",0.1,0.1,"income"
"NLD",1984,15.88178,"N",0.1,0.0998545,"income"
"NIC",1984,1.206042,"N",0.1,0.09987461,"consumption"
"NER",1984,0.6695696,"N",0.1,0.1,"consumption"
"NGA",1984,0.6346849,"N",0.1,0.1,"consumption"
"MKD",1984,4.311835,"N",0.1,0.1,"consumption"
"NOR",1984,15.54564,"N",0.1,0.09993816,"income"
"PAK",1984,0.8006354,"N",0.1,0.09992143,"consumption"
"PAN",1984,2.651384,"N",0.1,0.09968749,"income"
"PNG",1984,0.5292344,"N",0.1,0.09942414,"consumption"
"PRY",1984,4.085702,"N",0.1,0.1012341,"income"
"PER",1984,3.129122,"N",0.1,0.09976565,"consumption"
"PHL",1984,1.292954,"N",0.1,0.1,"consumption"
"POL",1984,6.844172,"N",0.1,0.09999998,"income"
"PRT",1984,5.074049,"N",0.1,0.0999817,"income"
"ROU",1984,8.719898,"N",0.1,0.1,"income"
"RUS",1984,3.758773,"N",0.1,0.1,"consumption"
"RWA",1984,0.5460819,"N",0.1,0.0997794,"consumption"
"WSM",1984,2.162071,"N",0.1,0.09922475,"consumption"
"SEN",1984,0.3814192,"N",0.1,0.1,"consumption"
"SRB",1984,10.59894,"N",0.1,0.099888,"consumption"
"SYC",1984,3.187562,"N",0.1,0.09887793,"consumption"
"SLE",1984,-0.001798116,"N",0.1,0.1944817,"consumption"
"SVN",1984,18.56426,"N",0.1,0.1,"income"
"ZAF",1984,1.212192,"N",0.1,0.1,"consumption"
"ESP",1984,6.353748,"N",0.1,0.09995895,"income"
"LKA",1984,1.636253,"N",0.1,0.1,"consumption"
"LCA",1984,0.5328818,"N",0.1,0.1,"income"
"SDN",1984,0.8491954,"N",0.1,0.1001787,"consumption"
"SUR",1984,0,"N",0.1,0.1132014,"income"
"SWE",1984,15.37655,"N",0.1,0.09992685,"income"
"CHE",1984,27.03658,"N",0.1,0.09979014,"income"
"SYR",1984,2.146117,"N",0.1,0.0999908,"consumption"
"TWN",1984,8.663585,"N",0.1,0.09995153,"income"
"TJK",1984,3.449088,"N",0.1,0.1007548,"consumption"
"TZA",1984,0.5977438,"N",0.1,0.0995108,"consumption"
"THA",1984,1.460729,"N",0.1,0.1,"consumption"
"TGO",1984,0.8817034,"N",0.1,0.09978135,"consumption"
"TON",1984,2.426934,"N",0.1,0.09985107,"consumption"
"TTO",1984,4.363849,"N",0.1,0.1,"income"
"TUN",1984,1.621363,"N",0.1,0.1,"consumption"
"TUR",1984,2.524683,"N",0.1,0.1,"consumption"
"TKM",1984,1.168258,"N",0.1,0.1,"consumption"
"UGA",1984,0.587158,"N",0.1,0.1,"consumption"
"UKR",1984,3.654735,"N",0.1,0.09999628,"consumption"
"ARE",1984,52.22487,"N",0.1,0.1,"income"
"GBR",1984,11.65942,"N",0.1,0.09985007,"income"
"USA",1984,17.26386,"N",0.1,0.09998277,"income"
"URY",1984,4.397669,"N",0.1,0.1000306,"income"
"UZB",1984,0.9172097,"N",0.1,0.0998272,"consumption"
"VUT",1984,1.557131,"N",0.1,0.1001346,"consumption"
"VEN",1984,2.093437,"N",0.1,0.1,"income"
"VNM",1984,0.7467751,"N",0.1,0.09979575,"consumption"
"PSE",1984,2.834948,"N",0.1,0.1005171,"consumption"
"YEM",1984,2.003727,"N",0.1,0.09990751,"consumption"
"ZMB",1984,0.1454969,"N",0.1,0.09970218,"consumption"
"ZWE",1984,1.656579,"N",0.1,0.1,"consumption"
"ALB",1985,3.249227,"N",0.1,0.09991521,"consumption"
"DZA",1985,2.79746,"N",0.1,0.1,"consumption"
"AGO",1985,0.8689379,"N",0.1,0.09979815,"consumption"
"ARG",1985,5.440092,"U",0.1,0.1,"income"
"ARM",1985,2.874663,"N",0.1,0.1,"income"
"AUS",1985,14.28,"N",0.1,0.09691282,"income"
"AUT",1985,21.9724,"N",0.1,0.09997537,"income"
"AZE",1985,6.417409,"N",0.1,0.09967431,"consumption"
"BGD",1985,1.485157,"N",0.1,0.1,"consumption"
"BLR",1985,4.41048,"N",0.1,0.1,"income"
"BEL",1985,15.38404,"N",0.1,0.09984169,"income"
"BLZ",1985,0.7219794,"N",0.1,0.09987093,"income"
"BEN",1985,0.8311571,"N",0.1,0.09972347,"consumption"
"BTN",1985,0.5928298,"N",0.1,0.09996612,"consumption"
"BOL",1985,1.513382,"N",0.1,0.1001041,"income"
"BIH",1985,2.806737,"N",0.1,0.09994571,"consumption"
"BWA",1985,0.7315291,"N",0.1,0.1,"consumption"
"BRA",1985,1.127413,"N",0.1,0.09993877,"income"
"BGR",1985,10.99299,"N",0.1,0.09999998,"consumption"
"BFA",1985,0.3661247,"N",0.1,0.09975863,"consumption"
"BDI",1985,0.5286607,"N",0.1,0.1,"consumption"
"CPV",1985,0.5695993,"N",0.1,0.09987529,"consumption"
"CMR",1985,1.478922,"N",0.1,0.09863332,"consumption"
"CAN",1985,16.35237,"N",0.1,0.09997502,"income"
"CAF",1985,0.1460737,"N",0.1,0.1,"consumption"
"TCD",1985,0.6581278,"N",0.1,0.09988872,"consumption"
"CHL",1985,1.63946,"N",0.1,0.09990597,"income"
"CHN",1985,0.7034852,"A",0.1,0.1,"income"
"CHN",1985,0.7034852,"R",0.1,0.1,"income"
"CHN",1985,1.466061,"U",0.1,0.1,"income"
"COL",1985,1.881699,"N",0.1,0.09971794,"income"
"COM",1985,1.802836,"N",0.1,0.09988804,"consumption"
"COD",1985,0.5980203,"N",0.1,0.09991752,"consumption"
"COG",1985,0.8571079,"N",0.1,0.09953713,"consumption"
"CRI",1985,0.8449698,"N",0.1,0.1,"income"
"CIV",1985,2.180497,"N",0.1,0.09985109,"consumption"
"HRV",1985,10.51805,"N",0.1,0.1,"income"
"CYP",1985,7.856896,"N",0.1,0.1001044,"income"
"CZE",1985,9.968743,"N",0.1,0.09989719,"income"
"DNK",1985,21.0809,"N",0.1,0.09994909,"income"
"DJI",1985,2.69782,"N",0.1,0.09984143,"consumption"
"DOM",1985,2.621616,"N",0.1,0.1,"income"
"ECU",1985,1.236421,"N",0.1,0.1000882,"income"
"EGY",1985,1.787958,"N",0.1,0.1,"consumption"
"SLV",1985,1.037525,"N",0.1,0.1,"income"
"EST",1985,5.051605,"N",0.1,0.1,"income"
"SWZ",1985,0.1186363,"N",0.1,0.1,"consumption"
"ETH",1985,0.6625806,"N",0.1,0.09992485,"consumption"
"FJI",1985,2.112773,"N",0.1,0.1000078,"consumption"
"FIN",1985,16.68336,"N",0.1,0.09999073,"income"
"FRA",1985,12.46739,"N",0.1,0.09992686,"income"
"GAB",1985,2.619397,"N",0.1,0.1001642,"consumption"
"GMB",1985,0.4634088,"N",0.1,0.0981953,"consumption"
"GEO",1985,9.742385,"N",0.1,0.1,"consumption"
"DEU",1985,17.53679,"N",0.1,0.09999766,"income"
"GHA",1985,0.8850364,"N",0.1,0.1,"consumption"
"GRC",1985,6.384136,"N",0.1,0.09990067,"income"
"GTM",1985,0.5025701,"N",0.1,0.1,"income"
"GIN",1985,0.1118309,"N",0.1,0.1,"consumption"
"GNB",1985,0.3540639,"N",0.1,0.1,"consumption"
"GUY",1985,1.021427,"N",0.1,0.09999999,"income"
"HTI",1985,0.4369468,"N",0.1,0.09962224,"income"
"HND",1985,0.5687246,"N",0.1,0.1,"income"
"HUN",1985,11.99214,"N",0.1,0.1,"income"
"ISL",1985,16.8604,"N",0.1,0.100038,"income"
"IND",1985,0.9210842,"A",0.1,0.1,"consumption"
"IND",1985,0.9210842,"R",0.1,0.1,"consumption"
"IND",1985,1.204225,"U",0.1,0.1,"consumption"
"IDN",1985,0.7238987,"A",0.1,0.1,"consumption"
"IDN",1985,0.7238987,"R",0.1,0.1,"consumption"
"IDN",1985,1.011728,"U",0.1,0.1,"consumption"
"IRN",1985,2.134299,"N",0.1,0.1,"consumption"
"IRQ",1985,1.783678,"N",0.1,0.1008999,"consumption"
"IRL",1985,6.736629,"N",0.1,0.09964853,"income"
"ISR",1985,7.324499,"N",0.1,0.09965884,"income"
"ITA",1985,10.51913,"N",0.1,0.09971445,"income"
"JAM",1985,2.065498,"N",0.1,0.1,"consumption"
"JPN",1985,9.257423,"N",0.1,0.09998244,"income"
"JOR",1985,4.458431,"N",0.1,0.1,"consumption"
"KAZ",1985,2.93138,"N",0.1,0.1,"income"
"KEN",1985,0.9197715,"N",0.1,0.1,"consumption"
"KIR",1985,2.095703,"N",0.1,0.09934866,"consumption"
"KOR",1985,4.599513,"N",0.1,0.0999505,"income"
"KGZ",1985,1.648881,"N",0.1,0.0998615,"consumption"
"LAO",1985,1.224905,"N",0.1,0.09982433,"consumption"
"LVA",1985,6.438346,"N",0.1,0.1,"income"
"LBN",1985,8.175257,"N",0.1,0.1002496,"consumption"
"LSO",1985,0.4780217,"N",0.1,0.1,"consumption"
"LBR",1985,2.154335,"N",0.1,0.0992398,"consumption"
"LTU",1985,3.268808,"N",0.1,0.1,"income"
"LUX",1985,18.03876,"N",0.1,0.09970531,"income"
"MDG",1985,0.5839503,"N",0.1,0.09991759,"consumption"
"MWI",1985,0.7308434,"N",0.1,0.09988548,"consumption"
"MYS",1985,2.842508,"N",0.1,0.1,"income"
"MLI",1985,0.265206,"N",0.1,0.09971444,"consumption"
"MLT",1985,6.839209,"N",0.1,0.1000176,"income"
"MRT",1985,0.6563842,"N",0.1,0.1,"consumption"
"MUS",1985,1.70454,"N",0.1,0.09984046,"consumption"
"MEX",1985,2.114573,"N",0.1,0.1000652,"consumption"
"MDA",1985,3.898245,"N",0.1,0.09998488,"consumption"
"MNG",1985,2.036098,"N",0.1,0.1,"consumption"
"MNE",1985,10.32224,"N",0.1,0.1002959,"consumption"
"MAR",1985,1.874894,"N",0.1,0.1,"consumption"
"MOZ",1985,0.2114087,"N",0.1,0.09993309,"consumption"
"MMR",1985,0.4160798,"N",0.1,0.1000015,"consumption"
"NAM",1985,0.4945976,"N",0.1,0.1,"income"
"NPL",1985,0.7144814,"N",0.1,0.1,"income"
"NLD",1985,16.16982,"N",0.1,0.09984417,"income"
"NIC",1985,1.081749,"N",0.1,0.09987461,"consumption"
"NER",1985,0.7007646,"N",0.1,0.1,"consumption"
"NGA",1985,0.6552078,"N",0.1,0.1,"consumption"
"MKD",1985,4.2634,"N",0.1,0.1,"consumption"
"NOR",1985,17.56086,"N",0.1,0.09996294,"income"
"PAK",1985,0.8335964,"N",0.1,0.09992143,"consumption"
"PAN",1985,2.835297,"N",0.1,0.09962498,"income"
"PNG",1985,0.5362336,"N",0.1,0.09942414,"consumption"
"PRY",1985,4.06417,"N",0.1,0.1012341,"income"
"PER",1985,3.110895,"N",0.1,0.09976565,"consumption"
"PHL",1985,1.243855,"N",0.1,0.1,"consumption"
"POL",1985,6.856625,"N",0.1,0.09999998,"income"
"PRT",1985,5.09261,"N",0.1,0.0999817,"income"
"ROU",1985,8.672921,"N",0.1,0.1,"income"
"RUS",1985,3.788112,"N",0.1,0.1,"consumption"
"RWA",1985,0.547489,"N",0.1,0.0997794,"consumption"
"WSM",1985,2.236393,"N",0.1,0.09922475,"consumption"
"SEN",1985,0.3821391,"N",0.1,0.1,"consumption"
"SRB",1985,10.57243,"N",0.1,0.099888,"consumption"
"SYC",1985,3.51359,"N",0.1,0.09887793,"consumption"
"SLE",1985,-0.001658853,"N",0.1,0.1944817,"consumption"
"SVK",1985,10.82175,"N",0.1,0.09999162,"income"
"SVN",1985,18.57606,"N",0.1,0.1,"income"
"ZAF",1985,1.166824,"N",0.1,0.1,"consumption"
"ESP",1985,6.431882,"N",0.1,0.09995979,"income"
"LKA",1985,1.725084,"N",0.1,0.1,"consumption"
"LCA",1985,0.5681235,"N",0.1,0.1,"income"
"SDN",1985,0.7718548,"N",0.1,0.1001787,"consumption"
"SUR",1985,0,"N",0.1,0.1132014,"income"
"SWE",1985,15.60467,"N",0.1,0.09990569,"income"
"CHE",1985,27.49238,"N",0.1,0.09980996,"income"
"SYR",1985,2.20183,"N",0.1,0.0999908,"consumption"
"TWN",1985,8.938295,"N",0.1,0.09993656,"income"
"TJK",1985,3.382135,"N",0.1,0.1007548,"consumption"
"TZA",1985,0.5787803,"N",0.1,0.0995108,"consumption"
"THA",1985,1.459671,"N",0.1,0.1,"consumption"
"TGO",1985,0.8986012,"N",0.1,0.09978135,"consumption"
"TON",1985,2.583129,"N",0.1,0.09985107,"consumption"
"TTO",1985,4.1297,"N",0.1,0.1,"income"
"TUN",1985,1.612051,"N",0.1,0.1,"consumption"
"TUR",1985,2.577141,"N",0.1,0.1,"consumption"
"TKM",1985,1.144835,"N",0.1,0.1,"consumption"
"UGA",1985,0.5491639,"N",0.1,0.1,"consumption"
"UKR",1985,3.620175,"N",0.1,0.09999628,"consumption"
"ARE",1985,47.68711,"N",0.1,0.1,"income"
"GBR",1985,11.88333,"N",0.1,0.09987263,"income"
"USA",1985,17.57841,"N",0.1,0.09998141,"income"
"URY",1985,4.477992,"N",0.1,0.1000306,"income"
"UZB",1985,0.9163232,"N",0.1,0.0998272,"consumption"
"VUT",1985,1.536948,"N",0.1,0.1001346,"consumption"
"VEN",1985,2.09501,"N",0.1,0.1,"income"
"VNM",1985,0.7575771,"N",0.1,0.09979575,"consumption"
"PSE",1985,2.725067,"N",0.1,0.1005171,"consumption"
"YEM",1985,1.92907,"N",0.1,0.09990751,"consumption"
"ZMB",1985,0.1431146,"N",0.1,0.09970218,"consumption"
"ZWE",1985,1.708708,"N",0.1,0.1,"consumption"
"ALB",1986,3.366675,"N",0.1,0.09991521,"consumption"
"DZA",1986,2.692099,"N",0.1,0.1,"consumption"
"AGO",1986,0.86311,"N",0.1,0.09979815,"consumption"
"ARG",1986,6.394281,"U",0.1,0.1,"income"
"ARM",1986,2.849594,"N",0.1,0.1,"income"
"AUS",1986,14.44009,"N",0.1,0.09685797,"income"
"AUT",1986,22.43998,"N",0.1,0.09997537,"income"
"AZE",1986,6.495926,"N",0.1,0.09967431,"consumption"
"BGD",1986,1.515235,"N",0.1,0.1,"consumption"
"BLR",1986,4.503122,"N",0.1,0.1,"income"
"BEL",1986,15.66777,"N",0.1,0.09984613,"income"
"BLZ",1986,0.6497691,"N",0.1,0.09987093,"income"
"BEN",1986,0.8249086,"N",0.1,0.09972347,"consumption"
"BTN",1986,0.6424107,"N",0.1,0.09996612,"consumption"
"BOL",1986,1.556025,"N",0.1,0.1001041,"income"
"BIH",1986,2.884717,"N",0.1,0.09994571,"consumption"
"BWA",1986,0.7604363,"N",0.1,0.1,"consumption"
"BRA",1986,1.861764,"N",0.1,0.09998713,"income"
"BGR",1986,11.20526,"N",0.1,0.09999998,"consumption"
"BFA",1986,0.3851447,"N",0.1,0.09975863,"consumption"
"BDI",1986,0.5306626,"N",0.1,0.1,"consumption"
"CPV",1986,0.5768164,"N",0.1,0.09987529,"consumption"
"CMR",1986,1.529752,"N",0.1,0.09863332,"consumption"
"CAN",1986,16.47321,"N",0.1,0.09997362,"income"
"CAF",1986,0.1480623,"N",0.1,0.1,"consumption"
"TCD",1986,0.6129933,"N",0.1,0.09988872,"consumption"
"CHL",1986,1.697261,"N",0.1,0.09990597,"income"
"CHN",1986,0.7394496,"A",0.1,0.1,"income"
"CHN",1986,0.7394496,"R",0.1,0.1,"income"
"CHN",1986,1.540374,"U",0.1,0.1,"income"
"COL",1986,1.903103,"N",0.1,0.09971794,"income"
"COM",1986,1.784172,"N",0.1,0.09988804,"consumption"
"COD",1986,0.609849,"N",0.1,0.09991752,"consumption"
"COG",1986,0.7763595,"N",0.1,0.09953713,"consumption"
"CRI",1986,1.512607,"N",0.1,0.1,"income"
"CIV",1986,1.937322,"N",0.1,0.09974129,"consumption"
"HRV",1986,10.77923,"N",0.1,0.1,"income"
"CYP",1986,7.901987,"N",0.1,0.1001044,"income"
"CZE",1986,10.24366,"N",0.1,0.09989719,"income"
"DNK",1986,22.55372,"N",0.1,0.09994909,"income"
"DJI",1986,2.569788,"N",0.1,0.09984143,"consumption"
"DOM",1986,2.678131,"N",0.1,0.1,"income"
"ECU",1986,1.209263,"N",0.1,0.1000882,"income"
"EGY",1986,1.811377,"N",0.1,0.1,"consumption"
"SLV",1986,1.016857,"N",0.1,0.1,"income"
"EST",1986,5.151025,"N",0.1,0.1,"income"
"SWZ",1986,0.1286741,"N",0.1,0.1,"consumption"
"ETH",1986,0.7038536,"N",0.1,0.09992485,"consumption"
"FJI",1986,2.254767,"N",0.1,0.1000078,"consumption"
"FIN",1986,17.31528,"N",0.1,0.09999073,"income"
"FRA",1986,12.48698,"N",0.1,0.09991374,"income"
"GAB",1986,2.528226,"N",0.1,0.1001642,"consumption"
"GMB",1986,0.4608079,"N",0.1,0.0981953,"consumption"
"GEO",1986,8.866813,"N",0.1,0.1,"consumption"
"DEU",1986,18.19878,"N",0.1,0.09999766,"income"
"GHA",1986,0.9040898,"N",0.1,0.1,"consumption"
"GRC",1986,6.26881,"N",0.1,0.09990067,"income"
"GTM",1986,0.4948189,"N",0.1,0.1,"income"
"GIN",1986,0.1117278,"N",0.1,0.1,"consumption"
"GNB",1986,0.3432409,"N",0.1,0.1,"consumption"
"GUY",1986,1.020159,"N",0.1,0.09999999,"income"
"HTI",1986,0.4252925,"N",0.1,0.09962224,"income"
"HND",1986,0.5815054,"N",0.1,0.1,"income"
"HUN",1986,12.25297,"N",0.1,0.1,"income"
"ISL",1986,17.78685,"N",0.1,0.100038,"income"
"IND",1986,0.9344063,"A",0.1,0.1,"consumption"
"IND",1986,0.9344063,"R",0.1,0.1,"consumption"
"IND",1986,1.214706,"U",0.1,0.1,"consumption"
"IDN",1986,0.724837,"A",0.1,0.1,"consumption"
"IDN",1986,0.724837,"R",0.1,0.1,"consumption"
"IDN",1986,1.013039,"U",0.1,0.1,"consumption"
"IRN",1986,2.08652,"N",0.1,0.1,"consumption"
"IRQ",1986,1.825048,"N",0.1,0.1008999,"consumption"
"IRL",1986,6.869096,"N",0.1,0.09964853,"income"
"ISR",1986,6.559153,"N",0.1,0.09972581,"income"
"ITA",1986,10.94604,"N",0.1,0.09971445,"income"
"JAM",1986,2.084169,"N",0.1,0.1,"consumption"
"JPN",1986,9.539984,"N",0.1,0.09998244,"income"
"JOR",1986,4.028705,"N",0.1,0.1,"consumption"
"KAZ",1986,2.9391,"N",0.1,0.1,"income"
"KEN",1986,0.9501537,"N",0.1,0.1,"consumption"
"KIR",1986,2.030188,"N",0.1,0.09934866,"consumption"
"KOR",1986,4.967167,"N",0.1,0.0999505,"income"
"KGZ",1986,1.589448,"N",0.1,0.0998615,"consumption"
"LAO",1986,1.248749,"N",0.1,0.09982433,"consumption"
"LVA",1986,6.558006,"N",0.1,0.1,"income"
"LBN",1986,7.490833,"N",0.1,0.1002496,"consumption"
"LSO",1986,0.4890214,"N",0.1,0.1,"consumption"
"LBR",1986,2.109247,"N",0.1,0.0992398,"consumption"
"LTU",1986,3.361977,"N",0.1,0.1,"income"
"LUX",1986,18.88248,"N",0.1,0.09971398,"income"
"MDG",1986,0.5773995,"N",0.1,0.0999011,"consumption"
"MWI",1986,0.6914015,"N",0.1,0.09988548,"consumption"
"MYS",1986,2.748845,"N",0.1,0.1,"income"
"MLI",1986,0.2682042,"N",0.1,0.09971444,"consumption"
"MLT",1986,6.987196,"N",0.1,0.1000176,"income"
"MRT",1986,0.6750598,"N",0.1,0.1,"consumption"
